,Address,City,Owner Name,Mailing Address,Price,Number of Units,Total area,Number Of Stories,Lot Size,Type,Year Built,location,point,latitude,longitude,altitude
860,"1209 West Pacheco Blvd, Los Banos, CA, 93635","Los Banos, CA 93635 ·",,,5298000.0, ,16450, ,1.64 AC,Retail,2016,"1209 W Pacheco Blvd, Los Banos, CA 93635, USA","['37.0562804', '-120.8715159', '0.0']",37.0562804,-120.8715159,0.0
861,"1803 6th Street, Berkeley, CA, 94710","Berkeley, CA 94710 ·",,,3000000.0, ,4280,1,0.28 AC,Office,1961,"1803 Sixth St, Berkeley, CA 94710, USA","['37.870489', '-122.2980249', '0.0']",37.870489,-122.2980249,0.0
862,"15918 Little Valley Rd, Grass Valley, CA, 95949","Grass Valley, CA 95949 ·",,,3800000.0, ,33964,1,2.74 SF,Industrial,2004,"15918 Little Valley Rd, Grass Valley, CA 95949, USA","['39.1381773', '-121.0710865', '0.0']",39.1381773,-121.0710865,0.0
863,"5453 Norwalk Blvd, Whittier, CA, 90601","Whittier, CA 90601 ·",,,4500000.0,17,18880,2,"20,720 SF",Multifamily,1970,"5453 Norwalk Blvd, Whittier, CA 90601, USA","['33.9977635', '-118.0571897', '0.0']",33.9977635,-118.0571897,0.0
864,"82266 US Highway 111, Indio, CA, 92201","Indio, CA 92201 ·",,,14750000.0, ,58904,1, ,Retail,2006,"CA-111, Chiriaco Summit, CA 92201, USA","['33.6978423', '-116.1896118', '0.0']",33.6978423,-116.1896118,0.0
865,"140 N Hoover St, Los Angeles, CA, 90004","Los Angeles, CA 90004 ·",,,4800000.0,27,12281,2,"10,236 SF",Multifamily,1967,"140 N Hoover St, Los Angeles, CA 90004, USA","['34.0740297', '-118.2840206', '0.0']",34.0740297,-118.2840206,0.0
866,"3313 N Maple Ave, Fresno, CA, 93726","Fresno, CA 93726 ·",,,3600000.0,62,45784,2,"107,570 SF",Multifamily,1972,"3313 N Maple Ave, Fresno, CA 93726, USA","['36.7805535', '-119.745703', '0.0']",36.7805535,-119.745703,0.0
867,"2435 Military Ave, Los Angeles, CA, 90064","Los Angeles, CA 90064 ·",,,7750000.0, ,14486,2,"18,600 SF",Office,1960,"2435 Military Ave, Los Angeles, CA 90064, USA","['34.0373126', '-118.4327165', '0.0']",34.0373126,-118.4327165,0.0
868,"1921 E Alton Ave, Santa Ana, CA, 92705","Santa Ana, CA 92705 ·",,,18950000.0, ,67846,2,"144,619 SF",Office,2000,"1921 E Alton Ave, Santa Ana, CA 92705, USA","['33.7026949', '-117.8503514', '0.0']",33.7026949,-117.8503514,0.0
869,"State Hwy. 45 @ County Road 95B, Knights Landing","Knights Landing - Yolo County, CA 95937 ·",,,29680000.0, , , ,"1,060 AC",Agricultural, ,"CA-45, Knights Landing, CA, USA","['38.8004842', '-121.7204325', '0.0']",38.8004842,-121.7204325,0.0
870,"215-295 W Grand Ave, Grover Beach, CA, 93433","Grover Beach, CA 93433 ·",,,3250000.0, , ,1,"30,617 SF",Retail,1962,"215 W Grand Ave, Grover Beach, CA 93433, USA","['35.1222314', '-120.6285475', '0.0']",35.1222314,-120.6285475,0.0
871,"11033 Folsom Boulevard, Rancho Cordova, CA, 95670","Rancho Cordova, CA 95670 ·",,,9100000.0, ,74795, ,4.40 AC,Industrial, ,"11033 Folsom Blvd, Rancho Cordova, CA 95670, USA","['38.6049381', '-121.2743719', '0.0']",38.6049381,-121.2743719,0.0
872,"14598 7th Street, Victorville, CA, 92395","Victorville, CA 92395 ·",,,4500000.0, ,47650, ,"231,739 SF",Retail, ,"14598 Seventh St, Victorville, CA 92395, USA","['34.51681300000001', '-117.314727', '0.0']",34.51681300000001,-117.314727,0.0
873,"425 24th St, Richmond, CA, 94804","Richmond, CA 94804 ·",,,4250000.0, ,16160,2,"22,651 SF",Hotel & Motel,1957,"425 24th St, Richmond, CA 94804, USA","['37.9372669', '-122.3465764', '0.0']",37.9372669,-122.3465764,0.0
874,"746 S Los Angeles St, Los Angeles, CA, 90014","Los Angeles, CA 90014 ·",,,4150000.0, , ,10, ,Retail,2006,"746 S Los Angeles St, Los Angeles, CA 90014, USA","['34.0421225', '-118.2514289', '0.0']",34.0421225,-118.2514289,0.0
875,"1424-1430 W. Valley Blvd., Alhambra, CA, 91803","Alhambra, CA 91803 ·",,,3500000.0, ,6444,2,"16,529 SF",Retail,1968,"1424 W Valley Blvd, Alhambra, CA 91803, USA","['34.0774307', '-118.1388519', '0.0']",34.0774307,-118.1388519,0.0
876,"1436 Goodrich Blvd, Commerce, CA, 90022","Commerce, CA 90022 ·",,,10508000.0, ,26200,1,"93,654 SF",Office,1948,"1436 Goodrich Blvd, Commerce, CA 90022, USA","['34.0109839', '-118.1576793', '0.0']",34.0109839,-118.1576793,0.0
877,"1400 Howe Avenue, Sacramento, CA, 95825","Sacramento, CA 95825 ·",,,7475410.0, ,9200, ,2.80 SF,Retail, ,"1400 Howe Ave, Sacramento, CA 95825, USA","['38.5911215', '-121.4148136', '0.0']",38.5911215,-121.4148136,0.0
878,"1237 N Edgemont St, Los Angeles, CA, 90029","Los Angeles, CA 90029 ·",,,8100000.0,48,26960,4,"9,016 SF",Multifamily,1929,"1237 N Edgemont St, Los Angeles, CA 90029, USA","['34.094516', '-118.2964892', '0.0']",34.094516,-118.2964892,0.0
879,"27821 Dutcher Creek Road, Cloverdale, CA, 95425","Cloverdale, CA 95425 ·",,,4500000.0, , , ,20.04 AC,Land, ,"27821 Dutcher Creek Rd, Cloverdale, CA 95425, USA","['38.7767931', '-123.0045662', '0.0']",38.7767931,-123.0045662,0.0
880,"13301 Whittier Blvd, Whittier, CA, 90602","Whittier, CA 90602 ·",,,6948088.0, ,14500,1,"21,344 SF",Retail,2010,"13301 Whittier Blvd, Whittier, CA 90602, USA","['33.9638232', '-118.033168', '0.0']",33.9638232,-118.033168,0.0
881,"19717-19725 Sherman Way, Canoga Park, CA, 91306","Canoga Park, CA 91306 ·",,,5825000.0, ,33401,3,"26,375 SF",Office,1980,"19717 Sherman Way, Winnetka, CA 91306, USA","['34.2013637', '-118.5630406', '0.0']",34.2013637,-118.5630406,0.0
882,"1990 Grande Cir, Fairfield, CA, 94533","Fairfield, CA 94533 ·",,,6900000.0,41,40278,2,"65,775 SF",Multifamily,1972,"1990 Grande Cir, Fairfield, CA 94533, USA","['38.2648095', '-122.0107035', '0.0']",38.2648095,-122.0107035,0.0
883,"5940 Darwin Ct, Carlsbad, CA, 92008","Carlsbad, CA 92008 ·",,,9500000.0, ,60184, ,3.60 AC,Industrial,1998,"5940 Darwin Ct, Carlsbad, CA 92008, USA","['33.1295027', '-117.2844384', '0.0']",33.1295027,-117.2844384,0.0
885,"505-517 Monterey Pass Road, Monterey Park, CA, 91754","Monterey Park, CA 91754 ·",,,4200000.0, ,25501, ,"128,538 SF",Industrial, ,"505 Monterey Pass Rd, Monterey Park, CA 91754, USA","['34.0581867', '-118.1454599', '0.0']",34.0581867,-118.1454599,0.0
886,"78825 Highway 111, La Quinta, CA, 92253","La Quinta, CA 92253 ·",,,9500000.0, ,33708, ,3.61 AC,Retail,2016,"78-825 CA-111, La Quinta, CA 92253, USA","['33.7110799', '-116.2927465', '0.0']",33.7110799,-116.2927465,0.0
887,"12036 Culver Blvd, Los Angeles, CA, 90066","Los Angeles, CA 90066 ·",,,6125000.0,9,13434,3,"6,000 SF",Multifamily,1989,"12036 Culver Blvd, Los Angeles, CA 90066, USA","['33.9938637', '-118.4181814', '0.0']",33.9938637,-118.4181814,0.0
888,"2720 Gateway Drive, Riverside, CA, 92507","Riverside, CA 92507 ·",,,4250000.0, ,18539,2,1 AC,Office,2000,"2720 Gateway Dr, Riverside, CA 92507, USA","['33.9352169', '-117.2859509', '0.0']",33.9352169,-117.2859509,0.0
889,"3060 B St, San Diego, CA, 92102","San Diego, CA 92102 ·",,,8300000.0,30,20872,3,"21,379 SF",Multifamily,1986,"3060 B St, San Diego, CA 92102, USA","['32.7182841', '-117.1281528', '0.0']",32.7182841,-117.1281528,0.0
890,"2829 Monterey Hwy, San Jose, CA, 95111","San Jose, CA 95111 ·",,,12000000.0, ,209000, ,7.40 AC,Industrial, ,"2829 Monterey Rd, San Jose, CA 95111, USA","['37.2928852', '-121.8510358', '0.0']",37.2928852,-121.8510358,0.0
891,"14600 Magnolia Blvd, Sherman Oaks, CA, 91403","Sherman Oaks, CA 91403 ·",,,4500000.0,19,18152,2,"15,120 SF",Multifamily,1963,"14600 W Magnolia Blvd, Sherman Oaks, CA 91403, USA","['34.1645005', '-118.451065', '0.0']",34.1645005,-118.451065,0.0
892,"5225 Arrow Highway, Montclair, CA, 91763","Montclair, CA 91763 ·",,,7150000.0, , , ,2.30 AC,Retail, ,"5225 Arrow Hwy, Montclair, CA 91763, USA","['34.0923477', '-117.6916595', '0.0']",34.0923477,-117.6916595,0.0
893,"1036 S Grand Ave, Los Angeles, CA, 90015","Los Angeles, CA 90015 ·",,,6000000.0, ,7100,1,"7,840 SF",Retail,1912,"1036 S Grand Ave, Los Angeles, CA 90015, USA","['34.0418695', '-118.2611134', '0.0']",34.0418695,-118.2611134,0.0
894,"26791 Aliso Creek Rd, Aliso Viejo, CA, 92656","Aliso Viejo, CA 92656 ·",,,13282000.0, , ,1,2.41 AC,Retail,1996,"26791 Aliso Creek Rd, Aliso Viejo, CA 92656, USA","['33.5750526', '-117.7257031', '0.0']",33.5750526,-117.7257031,0.0
895,"9437 County Rd 85, Capay, CA, 95607","Capay, CA 95607 ·",,,7000000.0, , , ,317.70 AC,Land, ,"9437 Co Rd 85, Capay, CA 95607, USA","['38.8025424', '-122.0435261', '0.0']",38.8025424,-122.0435261,0.0
896,"501 Embarcadero, Morro Bay, CA, 93442","Morro Bay, CA 93442 ·",,,3245000.0, ,4267,2,"48,787 SF",Hotel & Motel, ,"501 Embarcadero, Morro Bay, CA 93442, USA","['35.3622543', '-120.8524291', '0.0']",35.3622543,-120.8524291,0.0
897,"BRUNS ROAD, Byron, CA, 94514","Byron, CA 94514 ·",,,8200000.0, , , ,313.90 AC,Agricultural, ,"Bruns Rd, California 94514, USA","['37.8056317', '-121.60486', '0.0']",37.8056317,-121.60486,0.0
898,"4403 & 4411 W Magnolia Blvd, Burbank, CA, 91505","Burbank, CA 91505 ·",,,8500000.0, ,15000,1,"47,113 SF",Special Purpose,1940,"4411 W Magnolia Blvd #4403, Burbank, CA 91505, USA","['34.1658462', '-118.354744', '0.0']",34.1658462,-118.354744,0.0
899,"30300-30310 Rancho Viejo Rd, San Juan Capistrano, CA, 92675","San Juan Capistrano, CA 92675 ·",,,6295000.0, ,17800,1,"43,560 SF",Office,1990,"30300 Rancho Viejo Rd, San Juan Capistrano, CA 92675, USA","['33.5224734', '-117.6649812', '0.0']",33.5224734,-117.6649812,0.0
900,"1100 El Centro Street, South Pasadena, CA, 91030","South Pasadena, CA 91030 ·",,,10995000.0, ,20592, ,"36,884 SF",Office, ,"1100 El Centro St, South Pasadena, CA 91030, USA","['34.114996', '-118.1548278', '0.0']",34.114996,-118.1548278,0.0
901,"39700 Road 28, Kingsburg, CA, 93631","Kingsburg, CA 93631 ·",,,3190000.0, , , ,"1,206,610 SF",Multifamily, ,"39700 Rd 28, Kingsburg, CA 93631, USA","['36.5090597', '-119.5098418', '0.0']",36.5090597,-119.5098418,0.0
902,"137 Serramonte Center, Daly City, CA, 94015","Daly City, CA 94015 ·",,,10570000.0, ,4500, ,"22,651 SF",Retail, ,"137 Serramonte Center, Daly City, CA 94015, USA","['37.6698271', '-122.4685504', '0.0']",37.6698271,-122.4685504,0.0
903,"853 Sanborn Ave, Los Angeles, CA, 90029","Los Angeles, CA 90029 ·",,,9800000.0,31,16110,2,"13,071 SF",Multifamily,1929,"853 Sanborn Ave, Los Angeles, CA 90029, USA","['34.0874307', '-118.2843273', '0.0']",34.0874307,-118.2843273,0.0
904,"2080 E 20th Street, Chico, CA, 95928","Chico, CA 95928 ·",,,18200000.0, ,98061,1,10.18 AC,Office,2000,"2080 E 20th St, Chico, CA 95928, USA","['39.72882', '-121.7973588', '0.0']",39.72882,-121.7973588,0.0
905,"8039 Blackburn Ave, Los Angeles, CA, 90048","Los Angeles, CA 90048 ·",,,3499000.0, , , ,"5,634 SF",Senior Housing, ,"8039 Blackburn Ave, Los Angeles, CA 90048, USA","['34.07143', '-118.365388', '0.0']",34.07143,-118.365388,0.0
906,"118 & 124 N Westmoreland Avenue, Los Angeles, CA, 90004","Los Angeles, CA 90004 ·",,,9750000.0,54,36495, , ,Multifamily, ,"124 N Westmoreland Ave #118, Los Angeles, CA 90004, USA","['34.0743373', '-118.2875147', '0.0']",34.0743373,-118.2875147,0.0
907,"845 Wave St, Monterey, CA, 93940","Monterey, CA 93940 ·",,,3090000.0, ,4816,2,"5,534 SF",Retail,1958,"845 Wave St, Monterey, CA 93940, USA","['36.6170962', '-121.9025827', '0.0']",36.6170962,-121.9025827,0.0
908,"4057 Donlon Rd, Somis, CA, 93066","Somis, CA 93066 ·",,,5900000.0, , , ,103 AC,Agricultural, ,"4057 Donlon Rd, Somis, CA 93066, USA","['34.268755', '-118.999466', '0.0']",34.268755,-118.999466,0.0
909,"818 E Alvarado St, Fallbrook, CA, 92028","Fallbrook, CA 92028 ·",,,12500000.0,96,57720,2,"142,979 SF",Multifamily,1975,"818 E Alvarado St, Fallbrook, CA 92028, USA","['33.3822682', '-117.2416842', '0.0']",33.3822682,-117.2416842,0.0
910,"707 N Broadway, Santa Maria, CA, 93454","Santa Maria, CA 93454 ·",,,6150000.0, ,14490, ,1.34 AC,Retail,2001,"707 N Broadway, Santa Maria, CA 93454, USA","['34.9598439', '-120.4362582', '0.0']",34.9598439,-120.4362582,0.0
911,"250 W Jackson St, Hayward, CA, 94544","Hayward, CA 94544 ·",,,14950000.0,70,47775,2,"115,434 SF",Multifamily,1955,"250 W Jackson St, Hayward, CA 94544, USA","['37.6518121', '-122.0893811', '0.0']",37.6518121,-122.0893811,0.0
912,"13785 Park Ave, Victorville, CA, 92392","Victorville, CA 92392 ·",,,3200000.0, ,27848,1,"60,113 SF",Retail,1989,"13785 Park Ave, Victorville, CA 92392, USA","['34.5008854', '-117.3262975', '0.0']",34.5008854,-117.3262975,0.0
913,"1229 Howe Ave, Sacramento, CA, 95825","Sacramento, CA 95825 ·",,,5547054.0, ,8000, , ,Retail, ,"1229 Howe Ave, Sacramento, CA 95825, USA","['38.5881086', '-121.4158314', '0.0']",38.5881086,-121.4158314,0.0
914,"201-221 S Glenoaks Blvd, Burbank, CA, 91502","Burbank, CA 91502 ·",,,4600000.0, , , ,"19,979 SF",Land, ,"201 S Glenoaks Blvd, Burbank, CA 91502, USA","['34.1821044', '-118.3051208', '0.0']",34.1821044,-118.3051208,0.0
915,"875 E. Cochran Street, Bldg. B, Simi Valley, CA, 93065","Simi Valley, CA 93065 ·",,,4198215.0, ,39983, , ,Industrial, ,"875 Cochran St Bldg. B, Simi Valley, CA 93065, USA","['34.2796353', '-118.7814805', '0.0']",34.2796353,-118.7814805,0.0
916,"Southwest Corner of Highway 58 and Highway 43, Bakersfield, CA, 93312","Bakersfield, CA 93312 ·",,,4814640.0, , , ,157.29 AC,Agricultural, ,"CA-58 & CA-43, Rosedale, CA 93314, USA","['35.3980706', '-119.252044', '0.0']",35.3980706,-119.252044,0.0
917,"17098 Racoon Ave, Adelanto, CA, 92301","Adelanto, CA 92301 ·",,,5750000.0, ,12700,1,"33,977 SF",Industrial,2017,"17098 Racoon Ave, Adelanto, CA 92301, USA","['34.6240302', '-117.4482173', '0.0']",34.6240302,-117.4482173,0.0
918,"436-438 Alaska Ave, Torrance, CA, 90503","Torrance, CA 90503 ·",,,5254600.0, ,22360,1,"32,230 SF",Industrial,1967,"436 Alaska Ave, Torrance, CA 90503, USA","['33.843883', '-118.3342119', '0.0']",33.843883,-118.3342119,0.0
919,"18250 Colima Rd, Rowland Heights, CA, 91748","Rowland Heights, CA 91748 ·",,,10200000.0, ,12254,2,"23,911 SF",Retail,2002,"18250 Colima Rd, Rowland Heights, CA 91748, USA","['33.9881648', '-117.905997', '0.0']",33.9881648,-117.905997,0.0
920,"6641-6671 Kelly St, San Diego, CA, 92111","San Diego, CA 92111 ·",,,4100000.0,16,13860, ,"58,846 SF",Multifamily, ,"6641 Kelly St, San Diego, CA 92111, USA","['32.7817266', '-117.1751168', '0.0']",32.7817266,-117.1751168,0.0
921,"4100 Lone Tree Way, Antioch, CA, 94531","Antioch, CA 94531 ·",,,4798000.0, ,16708, ,2 AC,Retail,2000,"4100 Lone Tree Way, Antioch, CA 94531, USA","['37.9705851', '-121.7958458', '0.0']",37.9705851,-121.7958458,0.0
922,"8.7 ac Hwy 111 & Mirage Rd, Rancho Mirage, CA, 92270","Rancho Mirage, CA 92270 ·",,,4500000.0, , , ,8.70 AC,Land, ,"CA-111 & Mirage Rd, Rancho Mirage, CA 92270, USA","['33.7471757', '-116.4202857', '0.0']",33.7471757,-116.4202857,0.0
923,"22032 Arbor Ave, Hayward, CA, 94541","Hayward, CA 94541 ·",,,6195000.0,18,15600,2,0.92 AC,Multifamily,1965,"22032 Arbor Ave, Hayward, CA 94541, USA","['37.6675763', '-122.1071324', '0.0']",37.6675763,-122.1071324,0.0
924,"6054 Pacific Blvd, Huntington Park, CA, 90255","Huntington Park, CA 90255 ·",,,6600000.0, ,30360, ,0.92 AC,Retail, ,"6054 Pacific Blvd, Huntington Park, CA 90255, USA","['33.9856366', '-118.2247036', '0.0']",33.9856366,-118.2247036,0.0
925,"4307 Telegraph Ave, Oakland, CA, 94609","Oakland, CA 94609 ·",,,3675000.0, ,8898,1,"9,380 SF",Retail, ,"4307 Telegraph Ave, Oakland, CA 94609, USA","['37.8318174', '-122.2640816', '0.0']",37.8318174,-122.2640816,0.0
926,"15009 Moorpark St, Sherman Oaks, CA, 91403","Sherman Oaks, CA 91403 ·",,,20750000.0,45,42453,3,"21,170 SF",Multifamily,1984,"15009 Moorpark St, Sherman Oaks, CA 91403, USA","['34.1539443', '-118.4599525', '0.0']",34.1539443,-118.4599525,0.0
927,"2600 Garden Road, Monterey, CA, 93940","Monterey, CA 93940 ·",,,4650000.0, ,40454, ,3.46 AC,Office, ,"2600 Garden Rd, Monterey, CA 93940, USA","['36.5845798', '-121.8516354', '0.0']",36.5845798,-121.8516354,0.0
928,"1363 South Wolfe Road, Sunnyvale, CA, 94087","Sunnyvale, CA 94087 ·",,,5550000.0,12,10785,2,"21,239 SF",Multifamily,1963,"1363 S Wolfe Rd, Sunnyvale, CA 94087, USA","['37.3490903', '-122.0146386', '0.0']",37.3490903,-122.0146386,0.0
929,"1033-1037 Polk St, San Francisco, CA, 94109","San Francisco, CA 94109 ·",,,4200000.0, ,5200,2,"2,200 SF",Retail,1920,"1033 Polk St #1037, San Francisco, CA 94109, USA","['37.7864341', '-122.4200651', '0.0']",37.7864341,-122.4200651,0.0
930,"895 S Main St, Red Bluff, CA, 96080","Red Bluff, CA 96080 ·",,,4025000.0, , , ,4.58 AC,Retail, ,"895 S Main St, Red Bluff, CA 96080, USA","['40.1629222', '-122.2304452', '0.0']",40.1629222,-122.2304452,0.0
931,"630 Eubanks Court, Vacaville, CA, 95688","Vacaville, CA 95688 ·",,,4400000.0, ,44200,1,3 AC,Industrial,1990,"630 Eubanks Ct, Vacaville, CA 95688, USA","['38.3954735', '-121.9619831', '0.0']",38.3954735,-121.9619831,0.0
932,"79130 Avenue 41, Bermuda Dunes, CA, 92203","Bermuda Dunes, CA 92203 ·",,,4450000.0, ,10509, ,8.11 AC,Residential Income, ,"79130 Avenue 41, Bermuda Dunes, CA 92203, USA","['33.7510544', '-116.2879144', '0.0']",33.7510544,-116.2879144,0.0
933,"546 Cherry Avenue, Long Beach, CA, 90802","Long Beach, CA 90802 ·",,,3300000.0,12,7360,2,"8,126 SF",Multifamily,1963,"546 Cherry Ave, Long Beach, CA 90802, USA","['33.7743733', '-118.1673744', '0.0']",33.7743733,-118.1673744,0.0
934,"12245 Chandler Blvd, Valley Village, CA, 91607","Valley Village, CA 91607 ·",,,10950000.0,34,32781,3,"18,268 SF",Multifamily,1971,"12245 Chandler Blvd, Valley Village, CA 91607, USA","['34.1689295', '-118.4001078', '0.0']",34.1689295,-118.4001078,0.0
935,"955 S Seaward Ave, Ventura, CA, 93001","Ventura, CA 93001 ·",,,18000000.0, , , ,5.60 AC,Land, ,"955 S Seaward Ave, Ventura, CA 93001, USA","['34.26535399999999', '-119.271468', '0.0']",34.26535399999999,-119.271468,0.0
936,"15545 Whittier Blvd, Whittier, CA, 90603","Whittier, CA 90603 ·",,,17627000.0, , , ,2.78 AC,Retail, ,"15545 Whittier Blvd, Whittier, CA 90603, USA","['33.9460426', '-117.9954282', '0.0']",33.9460426,-117.9954282,0.0
937,"150 West Kern Avenue, McFarland, CA, 93250","McFarland, CA 93250 ·",,,4662800.0, ,10559, ,0.89 AC,Retail,2016,"150 W Kern Ave, McFarland, CA 93250, USA","['35.677819', '-119.2293769', '0.0']",35.677819,-119.2293769,0.0
938,"875-877 East H Street, Chula Vista, CA, 91910","Chula Vista, CA 91910 ·",,,44518250.0, , ,1, ,Retail,1994,"875 E H St, Chula Vista, CA 91910, USA","['32.6377627', '-117.0247897', '0.0']",32.6377627,-117.0247897,0.0
939,"1054 Sutter St, San Francisco, CA, 94109","San Francisco, CA 94109 ·",,,5992000.0,9,8325,2,"8,325 SF",Multifamily,1909,"1054 Sutter St, San Francisco, CA 94109, USA","['37.788358', '-122.4178135', '0.0']",37.788358,-122.4178135,0.0
940,"6079 Pleasanta Valley Road, Vacaville, CA, 95688","Vacaville, CA 95688 ·",,,3500000.0, , , ,303.46 AC,Agricultural, ,"6079 Pleasants Valley Rd, Vacaville, CA 95688, USA","['38.349319', '-122.0247796', '0.0']",38.349319,-122.0247796,0.0
941,"20500 Nordhoff St, Chatsworth, CA, 91311","Chatsworth, CA 91311 ·",,,4150000.0, ,23014,2,"47,916 SF",Office,1977,"20500 Nordhoff St, Chatsworth, CA 91311, USA","['34.2314166', '-118.580254', '0.0']",34.2314166,-118.580254,0.0
942,"6920 Miramar Road, San Diego, CA, 92121","San Diego, CA 92121 ·",,,6200000.0, ,34746,3,"82,098 SF",Office,1980,"6920 Miramar Rd, San Diego, CA 92121, USA","['32.8791053', '-117.1663865', '0.0']",32.8791053,-117.1663865,0.0
943,"1815 Guerneville Road, Santa Rosa, CA, 95404","Santa Rosa, CA 95404 ·",,,7799127.0, ,19580,2,0.20 AC,Residential Income,2017,"1815 Guerneville Rd, Santa Rosa, CA 95403, USA","['38.4529546', '-122.7499631', '0.0']",38.4529546,-122.7499631,0.0
944,"7299-7303 Draper, La Jolla, CA, 92037","La Jolla, CA 92037 ·",,,4750000.0,5,8000,2,"14,133 SF",Multifamily, ,"7299 Draper Ave, La Jolla, CA 92037, USA","['32.8370906', '-117.2754116', '0.0']",32.8370906,-117.2754116,0.0
945,"121-133 Sierra Street, El Segundo, CA, 90245","El Segundo, CA 90245 ·",,,8400000.0, ,24000, ,"34,336 SF",Industrial, ,"121 Sierra St, El Segundo, CA 90245, USA","['33.9170936', '-118.4092321', '0.0']",33.9170936,-118.4092321,0.0
946,"1759 Fulton St, Fresno, CA, 93721","Fresno, CA 93721 ·",,,8995000.0,48,38570,3,0.52 AC,Multifamily,2012,"1759 Fulton St, Fresno, CA 93721, USA","['36.741263', '-119.7988358', '0.0']",36.741263,-119.7988358,0.0
947,"102-240 Spring St, Paso Robles, CA, 93446","Paso Robles, CA 93446 ·",,,11300000.0,54,44273,2,2.81 AC,Multifamily,1953,"102 Spring St, Paso Robles, CA 93446, USA","['35.6156529', '-120.6899488', '0.0']",35.6156529,-120.6899488,0.0
948,"2204 Foothill Boulevard, La Verne, CA, 91750","La Verne, CA 91750 ·",,,24800000.0, , , ,7.30 AC,Retail, ,"2204 Foothill Blvd, La Verne, CA 91750, USA","['34.1124304', '-117.7634272', '0.0']",34.1124304,-117.7634272,0.0
949,"2218-2298 S. Garey Avenue, Pomona, CA, 91766","Pomona, CA 91766 ·",,,12425000.0, , , ,2.42 AC,Retail, ,"2218 S Garey Ave, Pomona, CA 91766, USA","['34.0311247', '-117.7488365', '0.0']",34.0311247,-117.7488365,0.0
950,"44404-44444 16th St W, Lancaster, CA, 93534","Lancaster, CA 93534 ·",,,4600000.0, ,26565,2,2.02 AC,Office,1986,"44404 16th St W, Lancaster, CA 93534, USA","['34.68978390000001', '-118.1583016', '0.0']",34.68978390000001,-118.1583016,0.0
951,"510-524 S Lorena St, Los Angeles, CA, 90063","Los Angeles, CA 90063 ·",,,4338000.0, , , ,"18,940 SF",Retail, ,"510 S Lorena St, Los Angeles, CA 90063, USA","['34.03194870000001', '-118.1980526', '0.0']",34.03194870000001,-118.1980526,0.0
952,"1416 S Garfield Ave, Alhambra, CA, 91801","Alhambra, CA 91801 ·",,,3500000.0, ,1382,1,"16,086 SF",Retail,1940,"1416 S Garfield Ave, Alhambra, CA 91801, USA","['34.0778141', '-118.1228579', '0.0']",34.0778141,-118.1228579,0.0
953,"2955-2999 Senter Rd, San Jose, CA, 95111","San Jose, CA 95111 ·",,,3657760.0, , ,1,"17,424 SF",Retail,2004,"2955 Senter Rd, San Jose, CA 95111, USA","['37.2964376', '-121.8371123', '0.0']",37.2964376,-121.8371123,0.0
